Ano;Código da Área;Área de Avaliação;Código da IES;Nome da IES;Sigla da IES;Organização Acadêmica;Categoria Administrativa;Código do Curso;Modalidade de Ensino;Código do Município;Município do Curso;Sigla da UF;Nº de Concluintes Inscritos;Nº de Concluintes Participantes;Nº de Concluintes Participantes com nota no Enem;Proporção de Concluintes participantes com nota no Enem;Nota Bruta - IDD;IDD (Contínuo);IDD (Faixa);Observação
2018;1;ADMINISTRAÇÃO;1085;FACULDADE METODISTA DE SANTA MARIA;FAMES;Faculdade;Privada sem fins lucrativos;17952;Educação Presencial;4316907;SANTA MARIA;RS;20;18;14;0.777777778;-0,19012;2,47258;3;
2018;1;ADMINISTRAÇÃO;3758;Faculdade SOCIESC;;Faculdade;Privada com fins lucrativos;17964;Educação Presencial;4205407;FLORIANOPOLIS;SC;13;10;7;0.7;4,07154;4,24373;5;
2018;1;ADMINISTRAÇÃO;1090;FACULDADE SÃO LUÍS DE FRANÇA;FSLF;Faculdade;Privada com fins lucrativos;17965;Educação Presencial;2800308;ARACAJU;SE;34;32;26;0.8125;0,23310;2,64847;3;
2018;1;ADMINISTRAÇÃO;1092;FACULDADES INTEGRADAS DE BAURU;FIB;Faculdade;Privada com fins lucrativos;17967;Educação Presencial;3506003;BAURU;SP;27;17;14;0.823529412;-0,14209;2,49254;3;
2018;2;DIREITO;82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;UNOESC;Universidade;Privada sem fins lucrativos;17988;Educação Presencial;4217204;SAO MIGUEL D´OESTE;SC;141;130;99;0.761538462;0,72723;3,05623;4;
2018;1;ADMINISTRAÇÃO;82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;UNOESC;Universidade;Privada sem fins lucrativos;17992;Educação Presencial;4210506;MARAVILHA;SC;20;19;16;0.842105263;1,90360;3,34273;4;
2018;1;ADMINISTRAÇÃO;82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;UNOESC;Universidade;Privada sem fins lucrativos;17994;Educação Presencial;4219507;XANXERE;SC;34;31;25;0.806451613;1,16296;3,03492;4;
2018;22;CIÊNCIAS CONTÁBEIS;1100;Centro Universitário Carlos Drummond de Andrade;UniDrummond;Centro Universitário;Privada sem fins lucrativos;17998;Educação Presencial;3550308;SAO PAULO;SP;44;35;14;0.4;0,60381;2,72485;3;
2018;18;PSICOLOGIA;3151;UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ;UNOCHAPECÓ;Universidade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;17999;Educação Presencial;4204202;CHAPECO;SC;37;33;28;0.848484848;0,52940;3,00622;4;
2018;1;ADMINISTRAÇÃO;1107;Centro Universitário Estácio do Ceará;Estácio FIC;Centro Universitário;Privada com fins lucrativos;18006;Educação Presencial;2304400;FORTALEZA;CE;187;153;119;0.777777778;-0,23565;2,45366;3;
2018;29;TURISMO;1107;Centro Universitário Estácio do Ceará;Estácio FIC;Centro Universitário;Privada com fins lucrativos;18007;Educação Presencial;2304400;FORTALEZA;CE;110;86;73;0.848837209;-0,64093;1,84755;2;
2018;81;RELAÇÕES INTERNACIONAIS;1838;FACULDADES INTEGRADAS RIO BRANCO;FRB;Faculdade;Privada sem fins lucrativos;18011;Educação Presencial;3550308;SAO PAULO;SP;53;44;42;0.954545455;0,39587;2,34550;3;
2018;1;ADMINISTRAÇÃO;1113;CENTRO UNIVERSITÁRIO EURO-AMERICANO;UNIEURO;Centro Universitário;Privada sem fins lucrativos;18014;Educação Presencial;5300108;BRASILIA;DF;70;63;62;0.984126984;0,20683;2,63755;3;
2018;1;ADMINISTRAÇÃO;430;CENTRO UNIVERSITÁRIO FILADÉLFIA;UNIFIL;Centro Universitário;Privada sem fins lucrativos;18027;Educação Presencial;4113700;LONDRINA;PR;58;52;41;0.788461538;0,31953;2,68439;3;
2018;81;RELAÇÕES INTERNACIONAIS;461;FACULDADE ARMANDO ALVARES PENTEADO;FA-FAAP;Faculdade;Privada sem fins lucrativos;18035;Educação Presencial;3550308;SAO PAULO;SP;40;39;26;0.666666667;-0,14964;2,08001;3;
2018;22;CIÊNCIAS CONTÁBEIS;13;UNIVERSIDADE DE CAXIAS DO SUL;UCS;Universidade;Privada sem fins lucrativos;18046;Educação Presencial;4307906;FARROUPILHA;RS;18;18;10;0.555555556;1,09801;2,93222;3;
2018;22;CIÊNCIAS CONTÁBEIS;13;UNIVERSIDADE DE CAXIAS DO SUL;UCS;Universidade;Privada sem fins lucrativos;18047;Educação Presencial;4322509;VACARIA;RS;36;33;27;0.818181818;0,53394;2,69553;3;
2018;2;DIREITO;13;UNIVERSIDADE DE CAXIAS DO SUL;UCS;Universidade;Privada sem fins lucrativos;18048;Educação Presencial;4309407;GUAPORE;RS;20;19;13;0.684210526;-0,37499;2,30627;3;
2018;22;CIÊNCIAS CONTÁBEIS;403;UNIVERSIDADE CATÓLICA DE BRASÍLIA;UCB;Universidade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;18060;Educação Presencial;5300108;BRASILIA;DF;5;5;3;0.6;4,99908;4,56919;5;
2018;2;DIREITO;403;UNIVERSIDADE CATÓLICA DE BRASÍLIA;UCB;Universidade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;18061;Educação Presencial;5300108;BRASILIA;DF;197;177;141;0.796610169;0,21375;2,70685;3;
2018;1;ADMINISTRAÇÃO;67;ESCOLA DE ENGENHARIA DE PIRACICABA;EEP/FUMEP;Faculdade;Pessoa Jurídica de Direito Público - Municipal;18066;Educação Presencial;3538709;PIRACICABA;SP;65;40;22;0.55;-0,46609;2,35788;3;
2018;22;CIÊNCIAS CONTÁBEIS;1053;FACULDADE DE TECNOLOGIA E CIÊNCIAS DE FEIRA DE SANTANA;FTC;Faculdade;Privada com fins lucrativos;18077;Educação Presencial;2910800;FEIRA DE SANTANA;BA;15;14;12;0.857142857;1,50198;3,10174;4;
2018;1;ADMINISTRAÇÃO;1124;Faculdade Dom Pedro II de Barreiras;DP II Barreiras;Faculdade;Privada com fins lucrativos;18082;Educação Presencial;2903201;BARREIRAS;BA;35;35;26;0.742857143;1,38552;3,12741;4;
2018;18;PSICOLOGIA;403;UNIVERSIDADE CATÓLICA DE BRASÍLIA;UCB;Universidade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;18090;Educação Presencial;5300108;BRASILIA;DF;44;40;27;0.675;0,42500;2,93428;3;
2018;1;ADMINISTRAÇÃO;798;FACULDADES INTEGRADAS DE ARACRUZ;FAACZ;Faculdade;Privada sem fins lucrativos;18092;Educação Presencial;3200607;ARACRUZ;ES;38;38;34;0.894736842;-0,43388;2,37127;3;
2018;22;CIÊNCIAS CONTÁBEIS;1042;UNIVERSIDADE POSITIVO;UP;Universidade;Privada com fins lucrativos;18118;Educação Presencial;4106902;CURITIBA;PR;77;48;41;0.854166667;-0,36446;2,31855;3;
2018;1;ADMINISTRAÇÃO;976;FACULDADES INTEGRADAS DE PONTA PORÃ;FIP;Faculdade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;18120;Educação Presencial;5006606;PONTA PORA;MS;14;11;11;1;3,16043;3,86507;4;
2018;1;ADMINISTRAÇÃO;1058;Estácio FIB - Centro Universitário Estácio da Bahia;Estácio FIB;Centro Universitário;Privada com fins lucrativos;18122;Educação Presencial;2927408;SALVADOR;BA;92;76;48;0.631578947;0,28875;2,67160;3;
2018;1;ADMINISTRAÇÃO;2576;FACULDADES PITÁGORAS UNIDADE GUARAPARI;FIPAG;Faculdade;Privada com fins lucrativos;18138;Educação Presencial;3202405;GUARAPARI;ES;50;44;27;0.613636364;0,49242;2,75624;3;
2018;22;CIÊNCIAS CONTÁBEIS;1067;FACULDADE DE JUSSARA;FAJ;Faculdade;Privada com fins lucrativos;18139;Educação Presencial;5212204;JUSSARA;GO;13;9;4;0.444444444;6,02575;5,00000;5;
2018;22;CIÊNCIAS CONTÁBEIS;1107;Centro Universitário Estácio do Ceará;Estácio FIC;Centro Universitário;Privada com fins lucrativos;18140;Educação Presencial;2304400;FORTALEZA;CE;239;206;136;0.660194175;-0,16197;2,40352;3;
2018;18;PSICOLOGIA;1131;CENTRO UNIVERSITÁRIO SANTO AGOSTINHO;UNIFSA;Centro Universitário;Privada com fins lucrativos;18147;Educação Presencial;2211001;TERESINA;PI;146;139;119;0.856115108;-0,09322;2,57721;3;
2018;1;ADMINISTRAÇÃO;598;UNIVERSIDADE FEDERAL DE ITAJUBÁ - UNIFEI;UNIFEI;Universidade;Pessoa Jurídica de Direito Público - Federal;18148;Educação Presencial;3132404;ITAJUBA;MG;45;45;42;0.933333333;0,13485;2,60764;3;
2018;1;ADMINISTRAÇÃO;220;FACULDADE SÃO JUDAS TADEU;FSJT;Faculdade;Privada sem fins lucrativos;18150;Educação Presencial;3304557;RIO DE JANEIRO;RJ;42;40;23;0.575;-1,35951;1,98658;3;
2018;22;CIÊNCIAS CONTÁBEIS;2343;FACULDADE DA AMAZÔNIA OCIDENTAL;FAAO;Faculdade;Privada com fins lucrativos;18159;Educação Presencial;1200401;RIO BRANCO;AC;31;6;3;0.5;2,42099;3,48737;4;
2018;1;ADMINISTRAÇÃO;1139;FACULDADE DE ESTUDOS ADMINISTRATIVOS DE MINAS GERAIS - FEAD-MG;FEAD - MG;Faculdade;Privada com fins lucrativos;18163;Educação Presencial;3106200;BELO HORIZONTE;MG;24;18;18;1;0,60976;2,80501;3;
2018;22;CIÊNCIAS CONTÁBEIS;159;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE CARUARU;FAFICA;Faculdade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;18168;Educação Presencial;2604106;CARUARU;PE;52;48;41;0.854166667;-0,73112;2,16469;3;
2018;1;ADMINISTRAÇÃO;160;FACULDADE FRASSINETTI DO RECIFE;FAFIRE;Faculdade;Privada sem fins lucrativos;18169;Educação Presencial;2611606;RECIFE;PE;184;153;110;0.718954248;-0,46059;2,36017;3;
2018;22;CIÊNCIAS CONTÁBEIS;2123;CENTRO UNIVERSITÁRIO MAX PLANCK;;Centro Universitário;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial;18184;Educação Presencial;3520509;INDAIATUBA;SP;40;31;18;0.580645161;-0,66527;2,19232;3;
2018;1;ADMINISTRAÇÃO;1143;Faculdade de Ciências de Timbaúba;FACET;Faculdade;Privada sem fins lucrativos;18187;Educação Presencial;2615300;TIMBAUBA;PE;17;17;15;0.882352941;0,62217;2,81017;3;
2018;18;PSICOLOGIA;396;Centro Universitário Ruy Barbosa Wyden;UniRuy Wyden;Centro Universitário;Privada com fins lucrativos;18192;Educação Presencial;2927408;SALVADOR;BA;204;178;137;0.769662921;-0,01261;2,63275;3;
2018;22;CIÊNCIAS CONTÁBEIS;862;FACULDADE ESTÁCIO DE SÁ DE CAMPO GRANDE;FESCG;Faculdade;Privada com fins lucrativos;18196;Educação Presencial;5002704;CAMPO GRANDE;MS;14;8;3;0.375;-5,70883;0,07595;1;
2018;1;ADMINISTRAÇÃO;862;FACULDADE ESTÁCIO DE SÁ DE CAMPO GRANDE;FESCG;Faculdade;Privada com fins lucrativos;18197;Educação Presencial;5002704;CAMPO GRANDE;MS;7;4;2;0.5;0,19284;2,63174;3;
2018;1;ADMINISTRAÇÃO;508;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DO SUL DE MINAS - FACESM;FACESM;Faculdade;Privada sem fins lucrativos;18200;Educação Presencial;3132404;ITAJUBA;MG;68;67;63;0.940298507;0,08399;2,58650;3;
2018;22;CIÊNCIAS CONTÁBEIS;760;FACULDADE DE CIÊNCIAS HUMANAS DE PERNAMBUCO;FCHPE;Faculdade;Privada com fins lucrativos;18202;Educação Presencial;2611606;RECIFE;PE;36;30;19;0.633333333;-3,10618;1,16807;2;
2018;22;CIÊNCIAS CONTÁBEIS;430;CENTRO UNIVERSITÁRIO FILADÉLFIA;UNIFIL;Centro Universitário;Privada sem fins lucrativos;18204;Educação Presencial;4113700;LONDRINA;PR;39;36;26;0.722222222;1,35282;3,03915;4;
2018;22;CIÊNCIAS CONTÁBEIS;299;FACULDADE DE JANDAIA DO SUL;FAFIJAN;Faculdade;Privada sem fins lucrativos;18205;Educação Presencial;4112108;JANDAIA DO SUL;PR;10;10;7;0.7;0,65060;2,74449;3;
2018;18;PSICOLOGIA;823;UNIVERSIDADE DO CEUMA - UNICEUMA;UNICEUMA;Universidade;Privada sem fins lucrativos;18209;Educação Presencial;2111300;SAO LUIS;MA;270;254;193;0.75984252;-0,13547;2,54810;3;
2018;22;CIÊNCIAS CONTÁBEIS;416;FACULDADE DE SÃO PAULO;FASP;Faculdade;Privada com fins lucrativos;18210;Educação Presencial;3550308;SAO PAULO;SP;3;3;1;0.333333333;;;SC;
2018;22;CIÊNCIAS CONTÁBEIS;705;FACULDADE SÃO JOSÉ;FSJ;Faculdade;Privada sem fins lucrativos;18213;Educação Presencial;3304557;RIO DE JANEIRO;RJ;43;42;23;0.547619048;-0,06144;2,44570;3;
2018;1;ADMINISTRAÇÃO;125;CENTRO UNIVERSITÁRIO DE ARARAS -;UNAR;Centro Universitário;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;18219;Educação Presencial;3503307;ARARAS;SP;19;11;5;0.454545455;-2,67775;1,43872;2;
2018;1;ADMINISTRAÇÃO;861;CENTRO DE ENSINO SUPERIOR DO AMAPÁ;CEAP;Faculdade;Privada com fins lucrativos;18220;Educação Presencial;1600303;MACAPA;AP;47;39;27;0.692307692;0,85430;2,90664;3;
2018;1;ADMINISTRAÇÃO;926;CENTRO UNIVERSITÁRIO ANHANGUERA DE CAMPO GRANDE;;Centro Universitário;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;18226;Educação Presencial;5002704;CAMPO GRANDE;MS;87;35;25;0.714285714;-0,19573;2,47025;3;
2018;1;ADMINISTRAÇÃO;416;FACULDADE DE SÃO PAULO;FASP;Faculdade;Privada com fins lucrativos;18231;Educação Presencial;3550308;SAO PAULO;SP;49;27;9;0.333333333;-2,10497;1,67676;2;
2018;2;DIREITO;1113;CENTRO UNIVERSITÁRIO EURO-AMERICANO;UNIEURO;Centro Universitário;Privada sem fins lucrativos;18239;Educação Presencial;5300108;BRASILIA;DF;159;120;101;0.841666667;-0,04451;2,53113;3;
2018;1;ADMINISTRAÇÃO;1151;FACULDADE DE ADMINISTRAÇÃO E NEGÓCIOS DE SERGIPE;FANESE;Faculdade;Privada com fins lucrativos;18241;Educação Presencial;2800308;ARACAJU;SE;31;26;20;0.769230769;1,82559;3,31031;4;
2018;1;ADMINISTRAÇÃO;922;FACULDADE REGES DE DRACENA;FCGD;Faculdade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;18244;Educação Presencial;3514403;DRACENA;SP;24;23;16;0.695652174;0,40832;2,72129;3;
2018;22;CIÊNCIAS CONTÁBEIS;5555;FACULDADE ANHANGUERA DE JACAREÍ;;Faculdade;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;18253;Educação Presencial;3524402;JACAREI;SP;23;22;17;0.772727273;-0,16035;2,40419;3;
2018;1;ADMINISTRAÇÃO;3610;Faculdade ICESP de Brasília;;Faculdade;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;18261;Educação Presencial;5300108;BRASILIA;DF;10;7;5;0.714285714;8,64821;5,00000;5;
2018;1;ADMINISTRAÇÃO;1156;FACULDADE CNEC ITABORAÍ;;Faculdade;Privada sem fins lucrativos;18263;Educação Presencial;3301900;ITABORAI;RJ;30;28;19;0.678571429;-1,24507;2,03414;3;
2018;1;ADMINISTRAÇÃO;909;Faculdade Fernanda Bicchieri;;Faculdade;Privada sem fins lucrativos;18275;Educação Presencial;3300456;BELFORD ROXO;RJ;56;50;23;0.46;0,84413;2,90241;3;
2018;1;ADMINISTRAÇÃO;1161;INSPER INSTITUTO DE ENSINO E PESQUISA;INSPER;Faculdade;Privada sem fins lucrativos;18278;Educação Presencial;3550308;SAO PAULO;SP;271;252;182;0.722222222;-0,11085;2,50552;3;
2018;1;ADMINISTRAÇÃO;2775;Faculdades Integradas Desembargador Sávio Brandão;FAUSB;Faculdade;Privada com fins lucrativos;18281;Educação Presencial;5108402;VARZEA GRANDE;MT;23;22;15;0.681818182;-3,30303;1,17885;2;
2018;1;ADMINISTRAÇÃO;1136;FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS DE IGARASSU;FACIG;Faculdade;Privada sem fins lucrativos;18289;Educação Presencial;2606804;IGARASSU;PE;63;57;34;0.596491228;-2,00030;1,72026;2;
2018;804;PUBLICIDADE E PROPAGANDA;1075;INSTITUTO DE EDUCAÇÃO SUPERIOR DA PARAÍBA;IESP;Faculdade;Privada com fins lucrativos;18291;Educação Presencial;2503209;CABEDELO;PB;119;28;25;0.892857143;-0,77203;1,99854;3;
2018;1;ADMINISTRAÇÃO;1174;FACULDADE DE SABARÁ;SOECS;Faculdade;Privada sem fins lucrativos;18304;Educação Presencial;3156700;SABARA;MG;18;17;13;0.764705882;2,63359;3,64612;4;
2018;2;DIREITO;3641;CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS;UNIFEB;Centro Universitário;Privada sem fins lucrativos;18306;Educação Presencial;3505500;BARRETOS;SP;78;68;45;0.661764706;0,68550;3,02784;4;
2018;1;ADMINISTRAÇÃO;2565;ABEU - CENTRO UNIVERSITÁRIO;UNIABEU;Centro Universitário;Privada sem fins lucrativos;18321;Educação Presencial;3300100;ANGRA DO REIS;RJ;27;26;16;0.615384615;-0,72363;2,25085;3;
2018;22;CIÊNCIAS CONTÁBEIS;1185;CENTRO UNIVERSITÁRIO JORGE AMADO;UNIJORGE;Centro Universitário;Privada com fins lucrativos;18342;Educação Presencial;2927408;SALVADOR;BA;43;40;29;0.725;-0,51846;2,25393;3;
2018;1;ADMINISTRAÇÃO;1187;CENTRO UNIVERSITÁRIO MÓDULO;MÓDULO;Centro Universitário;Privada com fins lucrativos;18344;Educação Presencial;3510500;CARAGUATATUBA;SP;77;68;43;0.632352941;-0,31932;2,41888;3;
2018;22;CIÊNCIAS CONTÁBEIS;1187;CENTRO UNIVERSITÁRIO MÓDULO;MÓDULO;Centro Universitário;Privada com fins lucrativos;18345;Educação Presencial;3510500;CARAGUATATUBA;SP;41;37;18;0.486486486;-3,46077;1,01928;2;
2018;18;PSICOLOGIA;4;UNIVERSIDADE FEDERAL DO AMAZONAS;UFAM;Universidade;Pessoa Jurídica de Direito Público - Federal;18353;Educação Presencial;1302603;MANAUS;AM;59;59;52;0.881355932;0,30638;2,85255;3;
2018;1;ADMINISTRAÇÃO;5;UNIVERSIDADE FEDERAL DO PIAUÍ;UFPI;Universidade;Pessoa Jurídica de Direito Público - Federal;18373;Educação Presencial;2211001;TERESINA;PI;111;79;67;0.848101266;-0,50325;2,34244;3;
2018;2;DIREITO;694;UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;UFMS;Universidade;Pessoa Jurídica de Direito Público - Federal;18385;Educação Presencial;5008305;TRES LAGOAS;MS;129;107;88;0.822429907;0,03842;2,58756;3;
2018;2;DIREITO;694;UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;UFMS;Universidade;Pessoa Jurídica de Direito Público - Federal;18386;Educação Presencial;5002704;CAMPO GRANDE;MS;167;153;139;0.908496732;-0,84539;1,98621;3;
2018;18;PSICOLOGIA;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;Universidade;Pessoa Jurídica de Direito Público - Federal;18391;Educação Presencial;4316907;SANTA MARIA;RS;21;17;16;0.941176471;1,01322;3,33959;4;
2018;29;TURISMO;570;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;UFRN;Universidade;Pessoa Jurídica de Direito Público - Federal;18394;Educação Presencial;2408102;NATAL;RN;61;56;52;0.928571429;-0,72828;1,81357;2;
2018;2;DIREITO;605;UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL;USCS;Universidade;Pessoa Jurídica de Direito Público - Municipal;18396;Educação Presencial;3548807;SAO CAETANO DO SUL;SP;215;203;102;0.502463054;-0,33962;2,33034;3;
2018;13;CIÊNCIAS ECONÔMICAS;71;UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE;UERN;Universidade;Pessoa Jurídica de Direito Público - Estadual;18407;Educação Presencial;2409407;PAU DO FERROS;RN;36;35;31;0.885714286;-0,02786;2,31287;3;
2018;22;CIÊNCIAS CONTÁBEIS;71;UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE;UERN;Universidade;Pessoa Jurídica de Direito Público - Estadual;18408;Educação Presencial;2409308;PATU;RN;32;29;26;0.896551724;-0,03202;2,45805;3;
2018;13;CIÊNCIAS ECONÔMICAS;71;UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE;UERN;Universidade;Pessoa Jurídica de Direito Público - Estadual;18416;Educação Presencial;2400208;ACU;RN;42;39;36;0.923076923;-0,02318;2,31485;3;
2018;2;DIREITO;3849;FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS;UFT;Universidade;Pessoa Jurídica de Direito Público - Federal;18424;Educação Presencial;1721000;PALMAS;TO;79;70;57;0.814285714;0,12800;2,64851;3;
2018;13;CIÊNCIAS ECONÔMICAS;3849;FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS;UFT;Universidade;Pessoa Jurídica de Direito Público - Federal;18426;Educação Presencial;1721000;PALMAS;TO;20;16;9;0.5625;-0,30451;2,19575;3;
2018;2;DIREITO;319;UNIVERSIDADE BRASIL;;Universidade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;18428;Educação Presencial;3515509;FERNANDOPOLIS;SP;107;101;70;0.693069307;0,20895;2,70359;3;
2018;1;ADMINISTRAÇÃO;952;UNIVERSIDADE SANTA CECÍLIA;UNISANTA;Universidade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;18459;Educação Presencial;3548500;SANTOS;SP;37;36;22;0.611111111;2,75304;3,69576;4;
2018;2;DIREITO;952;UNIVERSIDADE SANTA CECÍLIA;UNISANTA;Universidade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;18461;Educação Presencial;3548500;SANTOS;SP;218;199;132;0.663316583;-0,15232;2,45778;3;
2018;29;TURISMO;203;UNIVERSIDADE SÃO JUDAS TADEU;USJT;Universidade;Privada com fins lucrativos;18466;Educação Presencial;3550308;SAO PAULO;SP;30;29;26;0.896551724;-0,49965;1,90253;2;
2018;2;DIREITO;20;UNIVERSIDADE DE PASSO FUNDO;UPF;Universidade;Privada sem fins lucrativos;18475;Educação Presencial;4304705;CARAZINHO;RS;48;44;30;0.681818182;0,50096;2,90227;3;
2018;2;DIREITO;20;UNIVERSIDADE DE PASSO FUNDO;UPF;Universidade;Privada sem fins lucrativos;18477;Educação Presencial;4304903;CASCA;RS;46;43;29;0.674418605;0,07018;2,60917;3;
2018;2;DIREITO;20;UNIVERSIDADE DE PASSO FUNDO;UPF;Universidade;Privada sem fins lucrativos;18478;Educação Presencial;4320800;SOLEDADE;RS;24;20;12;0.6;-2,04465;1,17022;2;
2018;2;DIREITO;20;UNIVERSIDADE DE PASSO FUNDO;UPF;Universidade;Privada sem fins lucrativos;18480;Educação Presencial;4313706;PALMEIRA DAS MISSOES;RS;2;0;0;;;;SC;
2018;2;DIREITO;20;UNIVERSIDADE DE PASSO FUNDO;UPF;Universidade;Privada sem fins lucrativos;18481;Educação Presencial;4311304;LAGOA VERMELHA;RS;63;58;46;0.793103448;-0,93906;1,92247;2;
2018;67;SECRETARIADO EXECUTIVO;20;UNIVERSIDADE DE PASSO FUNDO;UPF;Universidade;Privada sem fins lucrativos;18482;Educação Presencial;4314100;PASSO FUNDO;RS;14;14;14;1;2,21720;3,10420;4;
2018;22;CIÊNCIAS CONTÁBEIS;296;UNIVERSIDADE DA REGIÃO DA CAMPANHA;URCAMP;Universidade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;18510;Educação Presencial;4300406;ALEGRETE;RS;19;19;17;0.894736842;-1,40797;1,88067;2;
2018;2;DIREITO;296;UNIVERSIDADE DA REGIÃO DA CAMPANHA;URCAMP;Universidade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;18513;Educação Presencial;4300406;ALEGRETE;RS;96;91;75;0.824175824;-0,08181;2,50575;3;
2018;29;TURISMO;295;UNIVERSIDADE DE SANTA CRUZ DO SUL;UNISC;Universidade;Privada sem fins lucrativos;18517;Educação Presencial;4316808;SANTA CRUZ DO SUL;RS;11;11;10;0.909090909;-3,58062;0,70365;1;
2018;2;DIREITO;756;UNIVERSIDADE ESTADUAL DO PIAUÍ;UESPI;Universidade;Pessoa Jurídica de Direito Público - Estadual;18546;Educação Presencial;2208007;PICOS;PI;26;25;25;1;1,46162;3,55592;4;
2018;2;DIREITO;756;UNIVERSIDADE ESTADUAL DO PIAUÍ;UESPI;Universidade;Pessoa Jurídica de Direito Público - Estadual;18547;Educação Presencial;2211001;TERESINA;PI;71;63;57;0.904761905;-2,04146;1,17239;2;
2018;2;DIREITO;756;UNIVERSIDADE ESTADUAL DO PIAUÍ;UESPI;Universidade;Pessoa Jurídica de Direito Público - Estadual;18548;Educação Presencial;2207702;PARNAIBA;PI;26;25;25;1;0,48583;2,89198;3;
2018;2;DIREITO;338;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS;PUC MINAS;Universidade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;18587;Educação Presencial;3151800;POCOS DE CALDAS;MG;185;170;147;0.864705882;0,29756;2,76388;3;
2018;2;DIREITO;163;UNIVERSIDADE ESTÁCIO DE SÁ;UNESA;Universidade;Privada com fins lucrativos;18592;Educação Presencial;3304557;RIO DE JANEIRO;RJ;146;136;69;0.507352941;-0,42208;2,27423;3;
2018;18;PSICOLOGIA;165;UNIVERSIDADE VEIGA DE ALMEIDA;UVA;Universidade;Privada com fins lucrativos;18596;Educação Presencial;3304557;RIO DE JANEIRO;RJ;197;171;110;0.643274854;-0,45965;2,32473;3;
2018;1;ADMINISTRAÇÃO;40;UNIVERSIDADE DO ESTADO DA BAHIA;UNEB;Universidade;Pessoa Jurídica de Direito Público - Estadual;18664;Educação Presencial;2927408;SALVADOR;BA;73;66;58;0.878787879;-0,05311;2,52952;3;
2018;803;JORNALISMO;688;UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA;UESB;Universidade;Pessoa Jurídica de Direito Público - Estadual;18674;Educação Presencial;2933307;VITORIA DA CONQUISTA;BA;27;22;21;0.954545455;-2,94835;1,36528;2;
2018;2;DIREITO;437;UNIVERSIDADE PARANAENSE;UNIPAR;Universidade;Privada sem fins lucrativos;18689;Educação Presencial;4105508;CIANORTE;PR;69;68;49;0.720588235;1,09610;3,30722;4;
2018;804;PUBLICIDADE E PROPAGANDA;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;18696;Educação Presencial;3509502;CAMPINAS;SP;21;20;13;0.65;-2,08444;1,49937;2;
2018;22;CIÊNCIAS CONTÁBEIS;1128;UNIVERSIDADE DE ITAÚNA;UI;Universidade;Privada sem fins lucrativos;18699;Educação Presencial;3133808;ITAUNA;MG;44;43;31;0.720930233;0,96526;2,87652;3;
