Ano;Código da Área;Área de Avaliação;Código da IES;Nome da IES;Sigla da IES;Organização Acadêmica;Categoria Administrativa;Código do Curso;Modalidade de Ensino;Código do Município;Município do Curso;Sigla da UF;Nº de Concluintes Inscritos;Nº de Concluintes Participantes;Nº de Concluintes Participantes com nota no Enem;Proporção de Concluintes participantes com nota no Enem;Nota Bruta - IDD;IDD (Contínuo);IDD (Faixa);Observação
2018;86;TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS;206;CENTRO UNIVERSITÁRIO ÍTALO-BRASILEIRO;UNIÍTALO;Centro Universitário;Privada sem fins lucrativos;88210;Educação Presencial;3550308;SAO PAULO;SP;72;61;27;0.442622951;-1,90405;1,90596;2;
2018;1;ADMINISTRAÇÃO;27;UNIVERSIDADE VALE DO RIO VERDE;UNINCOR;Universidade;Privada sem fins lucrativos;88237;Educação Presencial;3106705;BETIM;MG;15;14;12;0.857142857;1,29101;3,08814;4;
2018;22;CIÊNCIAS CONTÁBEIS;1867;FACULDADE DE CIÊNCIAS GERENCIAIS DE SANTOS DUMONT;FACIG;Faculdade;Privada sem fins lucrativos;88274;Educação Presencial;3160702;SANTOS DUMONT;MG;14;13;8;0.615384615;1,24670;2,99462;4;
2018;86;TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS;514;CENTRO UNIVERSITÁRIO DE BARRA MANSA;UBM;Centro Universitário;Privada sem fins lucrativos;88286;Educação Presencial;3300407;BARRA MANSA;RJ;40;38;20;0.526315789;-1,01852;2,13679;3;
2018;88;TECNOLOGIA EM GASTRONOMIA;137;UNIVERSIDADE DO SAGRADO CORAÇÃO;USC;Universidade;Privada sem fins lucrativos;88322;Educação Presencial;3506003;BAURU;SP;23;22;9;0.409090909;-1,14847;2,04846;3;
2018;84;TECNOLOGIA EM MARKETING;417;UNIVERSIDADE CIDADE DE SÃO PAULO;UNICID;Universidade;Privada com fins lucrativos;88332;Educação Presencial;3550308;SAO PAULO;SP;58;56;27;0.482142857;-0,86532;2,55905;3;
2018;102;TECNOLOGIA EM COMÉRCIO EXTERIOR;417;UNIVERSIDADE CIDADE DE SÃO PAULO;UNICID;Universidade;Privada com fins lucrativos;88334;Educação Presencial;3550308;SAO PAULO;SP;56;53;28;0.528301887;-1,25656;1,62906;2;
2018;81;RELAÇÕES INTERNACIONAIS;518;CENTRO UNIVERSITÁRIO DO DISTRITO FEDERAL;UDF;Centro Universitário;Privada com fins lucrativos;88378;Educação Presencial;5300108;BRASILIA;DF;41;37;29;0.783783784;-0,79274;1,76703;2;
2018;22;CIÊNCIAS CONTÁBEIS;1646;FACULDADE DE EDUCAÇÃO CIÊNCIAS E LETRAS DE PARAÍSO;FECIPAR;Faculdade;Pessoa Jurídica de Direito Público - Municipal;88506;Educação Presencial;1716109;PARAISO DO TOCANTINS;TO;28;26;13;0.5;-2,11261;1,58499;2;
2018;1;ADMINISTRAÇÃO;3042;CHRISTUS FACULDADE DO PIAUÍ;CHRISFAPI;Faculdade;Privada com fins lucrativos;88518;Educação Presencial;2208403;PIRIPIRI;PI;24;22;20;0.909090909;0,38226;2,71046;3;
2018;22;CIÊNCIAS CONTÁBEIS;3042;CHRISTUS FACULDADE DO PIAUÍ;CHRISFAPI;Faculdade;Privada com fins lucrativos;88520;Educação Presencial;2208403;PIRIPIRI;PI;24;24;23;0.958333333;-0,41193;2,29863;3;
2018;1;ADMINISTRAÇÃO;2836;FACULDADE SUL DA AMÉRICA;SULDAMÉRICA;Faculdade;Privada com fins lucrativos;88524;Educação Presencial;5201405;APARECIDA DE GOIANIA;GO;7;6;2;0.333333333;7,42834;5,00000;5;
2018;85;TECNOLOGIA EM PROCESSOS GERENCIAIS;165;UNIVERSIDADE VEIGA DE ALMEIDA;UVA;Universidade;Privada com fins lucrativos;88533;Educação Presencial;3304557;RIO DE JANEIRO;RJ;2;1;0;;;;SC;
2018;84;TECNOLOGIA EM MARKETING;165;UNIVERSIDADE VEIGA DE ALMEIDA;UVA;Universidade;Privada com fins lucrativos;88535;Educação Presencial;3304557;RIO DE JANEIRO;RJ;6;4;0;;;;SC;
2018;38;SERVIÇO SOCIAL;2343;FACULDADE DA AMAZÔNIA OCIDENTAL;FAAO;Faculdade;Privada com fins lucrativos;88566;Educação Presencial;1200401;RIO BRANCO;AC;21;5;4;0.8;2,15516;3,40999;4;
2018;1;ADMINISTRAÇÃO;3769;FACULDADE MADRE TEREZA;FAMAT;Faculdade;Privada com fins lucrativos;88584;Educação Presencial;1600600;SANTANA;AP;15;14;10;0.714285714;-1,46357;1,94333;2;
2018;22;CIÊNCIAS CONTÁBEIS;2189;FACULDADE DO MARANHÃO;FACAM-MA;Faculdade;Privada com fins lucrativos;88595;Educação Presencial;2111300;SAO LUIS;MA;114;109;103;0.944954128;-0,44611;2,28429;3;
2018;94;TECNOLOGIA EM LOGÍSTICA;4584;FACULDADE DE TECNOLOGIA MACHADO DE ASSIS;;Faculdade;Privada com fins lucrativos;88600;Educação Presencial;4106902;CURITIBA;PR;14;13;9;0.692307692;-0,17412;2,34167;3;
2018;102;TECNOLOGIA EM COMÉRCIO EXTERIOR;4584;FACULDADE DE TECNOLOGIA MACHADO DE ASSIS;;Faculdade;Privada com fins lucrativos;88602;Educação Presencial;4106902;CURITIBA;PR;2;1;1;1;;;SC;
2018;87;TECNOLOGIA EM GESTÃO FINANCEIRA;4584;FACULDADE DE TECNOLOGIA MACHADO DE ASSIS;;Faculdade;Privada com fins lucrativos;88604;Educação Presencial;4106902;CURITIBA;PR;4;2;2;1;6,22039;4,07631;5;
2018;104;TECNOLOGIA EM DESIGN GRÁFICO;150;UNIVERSIDADE DE SOROCABA;UNISO;Universidade;Privada sem fins lucrativos;88616;Educação Presencial;3552205;SOROCABA;SP;3;3;2;0.666666667;-5,83049;0,61989;1;
2018;87;TECNOLOGIA EM GESTÃO FINANCEIRA;150;UNIVERSIDADE DE SOROCABA;UNISO;Universidade;Privada sem fins lucrativos;88620;Educação Presencial;3552205;SOROCABA;SP;9;9;4;0.444444444;-7,13666;0,39911;1;
2018;18;PSICOLOGIA;2160;FACULDADE SANT'ANA;IESSA;Faculdade;Privada sem fins lucrativos;88640;Educação Presencial;4119905;PONTA GROSSA;PR;50;50;27;0.54;0,57858;3,04010;4;
2018;18;PSICOLOGIA;1970;FACULDADE DO ESPÍRITO SANTO;UNES;Faculdade;Privada com fins lucrativos;88642;Educação Presencial;3201209;CACHOEIRO DE ITAPEMIRIM;ES;17;17;16;0.941176471;0,22115;2,79382;3;
2018;18;PSICOLOGIA;1255;Centro Universitário FBV Wyden;UniFBV Wyden;Centro Universitário;Privada com fins lucrativos;88644;Educação Presencial;2611606;RECIFE;PE;27;25;16;0.64;2,23256;4,17975;5;
2018;84;TECNOLOGIA EM MARKETING;4017;CENTRO UNIVERSITÁRIO PADRE ANCHIETA;UNIANCHIETA;Centro Universitário;Privada com fins lucrativos;88676;Educação Presencial;3525904;JUNDIAI;SP;1;1;1;1;;;SC;
2018;1;ADMINISTRAÇÃO;715;FAE CENTRO UNIVERSITÁRIO;;Centro Universitário;Privada sem fins lucrativos;88687;Educação Presencial;4106902;CURITIBA;PR;24;21;15;0.714285714;2,72222;3,68295;4;
2018;804;PUBLICIDADE E PROPAGANDA;715;FAE CENTRO UNIVERSITÁRIO;;Centro Universitário;Privada sem fins lucrativos;88689;Educação Presencial;4106902;CURITIBA;PR;24;21;17;0.80952381;3,33603;3,56103;4;
2018;94;TECNOLOGIA EM LOGÍSTICA;715;FAE CENTRO UNIVERSITÁRIO;;Centro Universitário;Privada sem fins lucrativos;88703;Educação Presencial;4106902;CURITIBA;PR;18;15;6;0.4;-1,98255;1,88139;2;
2018;18;PSICOLOGIA;724;Centro Universitário FACEX;UNIFACEX;Centro Universitário;Privada sem fins lucrativos;88718;Educação Presencial;2408102;NATAL;RN;55;53;45;0.849056604;0,77331;3,17428;4;
2018;1;ADMINISTRAÇÃO;458;UNIVERSIDADE IBIRAPUERA;UNIB;Universidade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;88768;Educação Presencial;3550308;SAO PAULO;SP;34;29;13;0.448275862;1,03003;2,97967;4;
2018;22;CIÊNCIAS CONTÁBEIS;458;UNIVERSIDADE IBIRAPUERA;UNIB;Universidade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;88774;Educação Presencial;3550308;SAO PAULO;SP;17;15;9;0.6;-0,49140;2,26528;3;
2018;2;DIREITO;458;UNIVERSIDADE IBIRAPUERA;UNIB;Universidade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;88776;Educação Presencial;3550308;SAO PAULO;SP;69;62;34;0.548387097;-1,07164;1,83226;2;
2018;18;PSICOLOGIA;458;UNIVERSIDADE IBIRAPUERA;UNIB;Universidade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;88792;Educação Presencial;3550308;SAO PAULO;SP;67;60;40;0.666666667;-1,01073;1,94502;3;
2018;22;CIÊNCIAS CONTÁBEIS;143;UNIVERSIDADE DE UBERABA;UNIUBE;Universidade;Privada sem fins lucrativos;88796;Educação a Distância;3170107;UBERABA;MG;197;173;85;0.49132948;-0,47648;2,27154;3;
2018;1;ADMINISTRAÇÃO;143;UNIVERSIDADE DE UBERABA;UNIUBE;Universidade;Privada sem fins lucrativos;88798;Educação a Distância;3170107;UBERABA;MG;388;341;150;0.439882698;-0,24365;2,45033;3;
2018;22;CIÊNCIAS CONTÁBEIS;952;UNIVERSIDADE SANTA CECÍLIA;UNISANTA;Universidade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;88870;Educação Presencial;3548500;SANTOS;SP;17;17;11;0.647058824;8,59268;5,00000;5;
2018;22;CIÊNCIAS CONTÁBEIS;3786;FACULDADE DE ENSINO DE MINAS GERAIS;FACEMG;Faculdade;Privada com fins lucrativos;88887;Educação Presencial;3106200;BELO HORIZONTE;MG;30;22;12;0.545454545;1,51516;3,10727;4;
2018;1;ADMINISTRAÇÃO;2399;FACULDADE DE SOROCABA;;Faculdade;Privada com fins lucrativos;88900;Educação Presencial;3552205;SOROCABA;SP;45;31;17;0.548387097;0,07615;2,58324;3;
2018;22;CIÊNCIAS CONTÁBEIS;1457;Faculdade Estácio Euro- Panamericana de Humanidades e Tecnologias - Estácio EUROPAN;ESTÁCIO EUROPAN;Faculdade;Privada com fins lucrativos;88916;Educação Presencial;3513009;COTIA;SP;39;35;23;0.657142857;0,03242;2,48509;3;
2018;1;ADMINISTRAÇÃO;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;PUCRS;Universidade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;88923;Educação Presencial;4314902;PORTO ALEGRE;RS;353;290;199;0.686206897;-0,48062;2,35185;3;
2018;101;TEOLOGIA;2652;FACULDADE UNIDA DE VITÓRIA;FACULDADE UNIDA;Faculdade;Privada com fins lucrativos;88930;Educação Presencial;3205309;VITORIA;ES;455;281;35;0.12455516;;;SC;
2018;22;CIÊNCIAS CONTÁBEIS;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;PUCRS;Universidade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;88932;Educação Presencial;4314902;PORTO ALEGRE;RS;88;86;58;0.674418605;0,30034;2,59751;3;
2018;1;ADMINISTRAÇÃO;3862;FACULDADE LUCIANO FEIJÃO;FLF;Faculdade;Privada sem fins lucrativos;88942;Educação Presencial;2312908;SOBRAL;CE;47;39;31;0.794871795;0,97834;2,95819;4;
2018;105;TECNOLOGIA EM GESTÃO DA QUALIDADE;481;Universidade Universus Veritas Guarulhos;Univeritas UNG;Universidade;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;88948;Educação Presencial;3518800;GUARULHOS;SP;22;18;9;0.5;-0,54005;2,04513;3;
2018;22;CIÊNCIAS CONTÁBEIS;1346;FACULDADE BATISTA DE MINAS GERAIS;FBMG;Faculdade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;88950;Educação Presencial;3106200;BELO HORIZONTE;MG;23;23;19;0.826086957;0,73444;2,77967;3;
2018;101;TEOLOGIA;3522;FACULDADE CATÓLICA DE POUSO ALEGRE;FACAPA;Faculdade;Privada sem fins lucrativos;88965;Educação Presencial;3152501;POUSO ALEGRE;MG;11;10;0;;;;SC;
2018;94;TECNOLOGIA EM LOGÍSTICA;167;UNIVERSIDADE METODISTA DE SÃO PAULO;UMESP;Universidade;Privada sem fins lucrativos;88992;Educação Presencial;3548708;SAO BERNARDO DO CAMPO;SP;19;19;15;0.789473684;-0,11806;2,35593;3;
2018;84;TECNOLOGIA EM MARKETING;167;UNIVERSIDADE METODISTA DE SÃO PAULO;UMESP;Universidade;Privada sem fins lucrativos;88994;Educação Presencial;3548708;SAO BERNARDO DO CAMPO;SP;28;26;14;0.538461538;-0,61528;2,62140;3;
2018;85;TECNOLOGIA EM PROCESSOS GERENCIAIS;167;UNIVERSIDADE METODISTA DE SÃO PAULO;UMESP;Universidade;Privada sem fins lucrativos;88998;Educação Presencial;3548708;SAO BERNARDO DO CAMPO;SP;21;18;8;0.444444444;-1,67318;1,96755;3;
2018;88;TECNOLOGIA EM GASTRONOMIA;1149;CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO;CEUNSP;Centro Universitário;Privada com fins lucrativos;89060;Educação Presencial;3523909;ITU;SP;59;46;23;0.5;-0,24276;2,45270;3;
2018;803;JORNALISMO;1149;CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO;CEUNSP;Centro Universitário;Privada com fins lucrativos;89090;Educação Presencial;3545209;SALTO;SP;11;10;8;0.8;3,23104;3,74712;4;
2018;86;TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS;1149;CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO;CEUNSP;Centro Universitário;Privada com fins lucrativos;89168;Educação Presencial;3545209;SALTO;SP;73;64;36;0.5625;0,52882;2,54013;3;
2018;84;TECNOLOGIA EM MARKETING;1149;CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO;CEUNSP;Centro Universitário;Privada com fins lucrativos;89172;Educação Presencial;3545209;SALTO;SP;23;22;14;0.636363636;1,58572;3,17029;4;
2018;83;TECNOLOGIA EM DESIGN DE MODA;1149;CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO;CEUNSP;Centro Universitário;Privada com fins lucrativos;89183;Educação Presencial;3545209;SALTO;SP;31;23;15;0.652173913;-2,12241;1,66092;2;
2018;26;DESIGN;1149;CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO;CEUNSP;Centro Universitário;Privada com fins lucrativos;89208;Educação Presencial;3545209;SALTO;SP;12;11;10;0.909090909;0,24707;2,59448;3;
2018;22;CIÊNCIAS CONTÁBEIS;1036;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;UEMG;Universidade;Pessoa Jurídica de Direito Público - Estadual;89240;Educação Presencial;3100203;ABAETE;MG;44;44;38;0.863636364;-0,35626;2,32199;3;
2018;22;CIÊNCIAS CONTÁBEIS;1036;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;UEMG;Universidade;Pessoa Jurídica de Direito Público - Estadual;89257;Educação Presencial;3116605;CLAUDIO;MG;44;36;30;0.833333333;0,20620;2,55801;3;
2018;88;TECNOLOGIA EM GASTRONOMIA;502;CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU;CSJT;Centro Universitário;Privada com fins lucrativos;89259;Educação Presencial;3548500;SANTOS;SP;41;36;20;0.555555556;-0,27634;2,43771;3;
2018;22;CIÊNCIAS CONTÁBEIS;135;CENTRO UNIVERSITÁRIO CLARETIANO;CEUCLAR;Centro Universitário;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;89289;Educação a Distância;3505906;BATATAIS;SP;114;83;30;0.361445783;-0,16275;2,40319;3;
2018;87;TECNOLOGIA EM GESTÃO FINANCEIRA;135;CENTRO UNIVERSITÁRIO CLARETIANO;CEUCLAR;Centro Universitário;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;89291;Educação a Distância;3505906;BATATAIS;SP;31;22;6;0.272727273;2,48262;3,04730;4;
2018;1;ADMINISTRAÇÃO;135;CENTRO UNIVERSITÁRIO CLARETIANO;CEUCLAR;Centro Universitário;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;89302;Educação a Distância;3505906;BATATAIS;SP;134;98;37;0.37755102;-0,74365;2,24253;3;
2018;22;CIÊNCIAS CONTÁBEIS;671;UNIVERSIDADE ANHANGUERA;UNIDERP;Universidade;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;89309;Educação a Distância;5002704;CAMPO GRANDE;MS;755;561;230;0.409982175;-0,25413;2,36484;3;
2018;2;DIREITO;2687;FACULDADE DOM ALBERTO;FDA;Faculdade;Privada com fins lucrativos;89321;Educação Presencial;4316808;SANTA CRUZ DO SUL;RS;77;75;43;0.573333333;1,45386;3,55064;4;
2018;22;CIÊNCIAS CONTÁBEIS;387;UNIVERSIDADE CATÓLICA DOM BOSCO;UCDB;Universidade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;89333;Educação a Distância;5002704;CAMPO GRANDE;MS;55;35;6;0.171428571;;;SC;
2018;2;DIREITO;5592;FACULDADES INTEGRADAS DO NORTE DE MINAS - FUNORTE;FUNORTE;Faculdade;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;89335;Educação Presencial;3143302;MONTES CLAROS;MG;176;151;127;0.841059603;-0,20143;2,42436;3;
2018;2;DIREITO;1346;FACULDADE BATISTA DE MINAS GERAIS;FBMG;Faculdade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;89337;Educação Presencial;3106200;BELO HORIZONTE;MG;73;67;50;0.746268657;-0,57294;2,17159;3;
2018;2;DIREITO;2241;FACULDADE DO SUDESTE MINEIRO;FACSUM;Faculdade;Privada com fins lucrativos;89339;Educação Presencial;3136702;JUIZ DE FORA;MG;53;43;33;0.76744186;-0,66483;2,10906;3;
2018;2;DIREITO;2741;FACULDADE CATÓLICA DOM ORIONE;FACDO;Faculdade;Privada sem fins lucrativos;89341;Educação Presencial;1702109;ARAGUAINA;TO;233;192;144;0.75;0,29248;2,76042;3;
2018;2;DIREITO;2845;FACULDADE REINALDO RAMOS;FARR;Faculdade;Privada com fins lucrativos;89346;Educação Presencial;2504009;CAMPINA GRANDE;PB;123;115;76;0.660869565;-0,50589;2,21720;3;
2018;2;DIREITO;396;Centro Universitário Ruy Barbosa Wyden;UniRuy Wyden;Centro Universitário;Privada com fins lucrativos;89348;Educação Presencial;2927408;SALVADOR;BA;210;171;133;0.777777778;-0,39953;2,28957;3;
2018;81;RELAÇÕES INTERNACIONAIS;208;UNIVERSIDADE DE RIBEIRÃO PRETO;UNAERP;Universidade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;89391;Educação Presencial;3543402;RIBEIRAO PRETO;SP;45;44;42;0.954545455;0,76601;2,52564;3;
2018;93;TECNOLOGIA EM GESTÃO COMERCIAL;385;UNIVERSIDADE SALVADOR;UNIFACS;Universidade;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;89401;Educação a Distância;2927408;SALVADOR;BA;59;44;28;0.636363636;-1,29270;1,85905;2;
2018;1;ADMINISTRAÇÃO;137;UNIVERSIDADE DO SAGRADO CORAÇÃO;USC;Universidade;Privada sem fins lucrativos;89409;Educação Presencial;3506003;BAURU;SP;65;58;42;0.724137931;0,41260;2,72307;3;
2018;2;DIREITO;2365;FACULDADE CATÓLICA DO TOCANTINS;FACTO;Faculdade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;89418;Educação Presencial;1721000;PALMAS;TO;262;223;177;0.793721973;-0,20011;2,42526;3;
2018;87;TECNOLOGIA EM GESTÃO FINANCEIRA;1233;CENTRO UNIVERSITÁRIO UNIC;;Centro Universitário;Privada com fins lucrativos;89426;Educação Presencial;5103403;CUIABA;MT;1;1;1;1;;;SC;
2018;1;ADMINISTRAÇÃO;208;UNIVERSIDADE DE RIBEIRÃO PRETO;UNAERP;Universidade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;89457;Educação Presencial;3543402;RIBEIRAO PRETO;SP;49;40;36;0.9;1,04307;2,98509;4;
2018;1;ADMINISTRAÇÃO;208;UNIVERSIDADE DE RIBEIRÃO PRETO;UNAERP;Universidade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;89459;Educação Presencial;3518701;GUARUJA;SP;44;41;24;0.585365854;-0,49661;2,34520;3;
2018;104;TECNOLOGIA EM DESIGN GRÁFICO;344;CENTRO UNIVERSITÁRIO UNA;UNA;Centro Universitário;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;89463;Educação Presencial;3106200;BELO HORIZONTE;MG;37;30;20;0.666666667;2,20099;3,76481;4;
2018;22;CIÊNCIAS CONTÁBEIS;2117;FACULDADE DE CIÊNCIA E TECNOLOGIA;FACITEC;Faculdade;Privada com fins lucrativos;89478;Educação Presencial;4117909;PALOTINA;PR;20;20;15;0.75;-0,69594;2,17945;3;
2018;1;ADMINISTRAÇÃO;546;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO;PUCSP;Universidade;Privada sem fins lucrativos;89498;Educação Presencial;3550308;SAO PAULO;SP;20;8;5;0.625;1,47771;3,16573;4;
2018;1;ADMINISTRAÇÃO;2581;FACULDADE SÃO SALVADOR;FSS;Faculdade;Privada com fins lucrativos;89518;Educação Presencial;2927408;SALVADOR;BA;11;9;4;0.444444444;2,01328;3,38832;4;
2018;2;DIREITO;3436;Faculdade de Araraquara;FARA;Faculdade;Privada com fins lucrativos;89528;Educação Presencial;3503208;ARARAQUARA;SP;60;53;32;0.603773585;-0,41458;2,27933;3;
2018;67;SECRETARIADO EXECUTIVO;1388;FACULDADE SUMARÉ;ISES;Faculdade;Privada com fins lucrativos;89593;Educação Presencial;3550308;SAO PAULO;SP;15;14;5;0.357142857;-2,31125;0,95768;2;
2018;1;ADMINISTRAÇÃO;1388;FACULDADE SUMARÉ;ISES;Faculdade;Privada com fins lucrativos;89612;Educação Presencial;3550308;SAO PAULO;SP;87;78;27;0.346153846;-0,81742;2,21187;3;
2018;87;TECNOLOGIA EM GESTÃO FINANCEIRA;1388;FACULDADE SUMARÉ;ISES;Faculdade;Privada com fins lucrativos;89644;Educação Presencial;3550308;SAO PAULO;SP;22;18;5;0.277777778;-2,26366;1,74065;2;
2018;84;TECNOLOGIA EM MARKETING;1388;FACULDADE SUMARÉ;ISES;Faculdade;Privada com fins lucrativos;89650;Educação Presencial;3550308;SAO PAULO;SP;9;9;6;0.666666667;0,81774;2,97877;4;
2018;86;TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS;1388;FACULDADE SUMARÉ;ISES;Faculdade;Privada com fins lucrativos;89658;Educação Presencial;3550308;SAO PAULO;SP;32;24;16;0.666666667;1,92082;2,90298;3;
2018;94;TECNOLOGIA EM LOGÍSTICA;1388;FACULDADE SUMARÉ;ISES;Faculdade;Privada com fins lucrativos;89693;Educação Presencial;3550308;SAO PAULO;SP;13;11;4;0.363636364;-8,00829;0,34775;1;
2018;2;DIREITO;1640;CENTRO UNIVERSITÁRIO UNICENTRO AGES;;Centro Universitário;Privada com fins lucrativos;89794;Educação Presencial;2923803;PARIPIRANGA;BA;87;85;66;0.776470588;1,08360;3,29871;4;
2018;22;CIÊNCIAS CONTÁBEIS;1362;FACULDADE UBAENSE OZANAM COELHO;FAGOC;Faculdade;Privada com fins lucrativos;89796;Educação Presencial;3169901;UBA;MG;26;25;20;0.8;0,75613;2,78877;3;
2018;22;CIÊNCIAS CONTÁBEIS;1800;FACULDADE DE REALEZA;CESREAL;Faculdade;Privada sem fins lucrativos;89804;Educação Presencial;4121406;REALEZA;PR;48;48;38;0.791666667;-0,72468;2,16739;3;
2018;2;DIREITO;3194;FACULDADE DE MINAS BH;FAMINAS-BH;Faculdade;Privada com fins lucrativos;89815;Educação Presencial;3106200;BELO HORIZONTE;MG;168;159;123;0.773584906;0,25083;2,73209;3;
2018;2;DIREITO;2328;FACULDADE ITEANA DE BOTUCATU;FITB;Faculdade;Privada sem fins lucrativos;89817;Educação Presencial;3507506;BOTUCATU;SP;58;55;27;0.490909091;-0,93649;1,92422;2;
2018;2;DIREITO;3388;FACULDADE PARAÍSO DO CEARÁ;FAP;Faculdade;Privada com fins lucrativos;89822;Educação Presencial;2307304;JUAZEIRO DO NORTE;CE;196;178;139;0.780898876;0,12645;2,64745;3;
2018;2;DIREITO;1305;FACULDADE DE CIÊNCIAS JURÍDICAS, GERENCIAIS E EDUCAÇÃO DE SINOP;;Faculdade;Privada com fins lucrativos;89824;Educação Presencial;5107909;SINOP;MT;92;70;55;0.785714286;1,12251;3,32519;4;
2018;2;DIREITO;2200;FACULDADE VALE DO GORUTUBA;FAVAG;Faculdade;Privada com fins lucrativos;89826;Educação Presencial;3145059;NOVA PORTEIRINHA;MG;100;99;82;0.828282828;0,36588;2,81036;3;
2018;2;DIREITO;3607;ESCOLA SUPERIOR ASSOCIADA DE GOIÂNIA;ESUP;Faculdade;Privada com fins lucrativos;89828;Educação Presencial;5208707;GOIANIA;GO;93;87;42;0.482758621;-1,16841;1,76642;2;
2018;84;TECNOLOGIA EM MARKETING;1491;CENTRO UNIVERSITÁRIO INTERNACIONAL;UNINTER;Centro Universitário;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;89847;Educação a Distância;4106902;CURITIBA;PR;506;373;110;0.294906166;-0,39438;2,67649;3;
2018;87;TECNOLOGIA EM GESTÃO FINANCEIRA;1491;CENTRO UNIVERSITÁRIO INTERNACIONAL;UNINTER;Centro Universitário;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;89849;Educação a Distância;4106902;CURITIBA;PR;551;428;143;0.33411215;-0,10975;2,33362;3;
2018;94;TECNOLOGIA EM LOGÍSTICA;1491;CENTRO UNIVERSITÁRIO INTERNACIONAL;UNINTER;Centro Universitário;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;89853;Educação a Distância;4106902;CURITIBA;PR;963;744;193;0.259408602;-0,13268;2,35221;3;
2018;106;TECNOLOGIA EM GESTÃO PÚBLICA;1491;CENTRO UNIVERSITÁRIO INTERNACIONAL;UNINTER;Centro Universitário;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;89855;Educação a Distância;4106902;CURITIBA;PR;1113;928;299;0.322198276;-0,26055;2,33958;3;
2018;93;TECNOLOGIA EM GESTÃO COMERCIAL;1491;CENTRO UNIVERSITÁRIO INTERNACIONAL;UNINTER;Centro Universitário;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;89857;Educação a Distância;4106902;CURITIBA;PR;669;532;124;0.233082707;-0,59144;2,04143;3;
2018;1;ADMINISTRAÇÃO;83;UNIVERSIDADE DO VALE DO ITAJAÍ;UNIVALI;Universidade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;89888;Educação Presencial;4202008;BALNEARIO CAMBORIU;SC;88;72;46;0.638888889;0,22586;2,64546;3;
